,country,lat,long,date,value_confirmed,iso_code,region_code,subregion_code,int_region-code,value_deaths,value_recovered
50453,China,44.0935,113.9448,2020-09-02,261,CHN,142.0,30.0,,1,259
50454,Iran,32.427908,53.68804599999999,2020-09-02,378752,IRN,142.0,34.0,,21797,326801
50455,Ghana,7.9465,-1.0232,2020-09-02,44658,GHA,2.0,202.0,11.0,276,43478
50456,Australia,-27.4698,153.0251,2020-09-02,1128,AUS,9.0,53.0,,6,1086
50457,France,-21.1151,55.5364,2020-09-02,1796,REU,2.0,202.0,14.0,10,880
50458,Italy,41.87194,12.56738,2020-09-02,271515,ITA,150.0,39.0,,35497,208201
50459,China,37.8957,114.9042,2020-09-02,1276,CHN,142.0,30.0,,22,347
50460,New Zealand,-40.9006,174.886,2020-09-02,1759,NZL,9.0,53.0,,22,1622
50461,China,35.1917,108.8701,2020-09-02,371,CHN,142.0,30.0,,3,360
50462,China,35.7452,95.9956,2020-09-02,18,CHN,142.0,30.0,,0,18
50463,Bolivia,-16.2902,-63.5887,2020-09-02,117928,BOL,19.0,419.0,5.0,5203,64074
50464,Albania,41.1533,20.1683,2020-09-02,9728,ALB,150.0,39.0,,296,5582
50465,Australia,-33.8688,151.2093,2020-09-02,4091,AUS,9.0,53.0,,52,2994
50466,China,29.1832,120.0934,2020-09-02,1278,CHN,142.0,30.0,,1,1268
50467,Ireland,53.1424,-7.6921,2020-09-02,29114,IRL,150.0,154.0,,1777,23364
50468,Bosnia and Herzegovina,43.9159,17.6791,2020-09-02,20517,BIH,150.0,39.0,,627,13626
50469,Australia,-42.8821,147.3272,2020-09-02,230,AUS,9.0,53.0,,13,217
50470,China,26.0789,117.9874,2020-09-02,383,CHN,142.0,30.0,,1,369
50471,China,40.1824,116.4142,2020-09-02,935,CHN,142.0,30.0,,9,926
50472,China,35.7518,104.2861,2020-09-02,169,CHN,142.0,30.0,,2,167
50473,South Africa,-30.5595,22.9375,2020-09-02,630595,ZAF,2.0,202.0,18.0,14389,553456
50474,San Marino,43.9424,12.4578,2020-09-02,735,SMR,150.0,39.0,,42,660
50475,Papua New Guinea,-6.314993,143.95555,2020-09-02,471,PNG,9.0,54.0,,5,232
50476,Equatorial Guinea,1.6508,10.2679,2020-09-02,4965,GNQ,2.0,202.0,17.0,83,4390
50477,Nigeria,9.082,8.6753,2020-09-02,54463,NGA,2.0,202.0,11.0,1027,42439
50478,Mexico,23.6345,-102.5528,2020-09-02,610957,MEX,19.0,419.0,13.0,65816,504541
50479,Liechtenstein,47.14,9.55,2020-09-02,107,LIE,150.0,155.0,,1,97
50480,Australia,-31.9505,115.8605,2020-09-02,655,AUS,9.0,53.0,,9,641
50481,China,32.9711,119.455,2020-09-02,665,CHN,142.0,30.0,,0,659
50482,Morocco,31.7917,-7.0926,2020-09-02,65453,MAR,2.0,15.0,,1216,50357
50483,China,37.2692,106.1655,2020-09-02,75,CHN,142.0,30.0,,0,75
50484,Singapore,1.2833,103.8333,2020-09-02,56860,SGP,142.0,35.0,,27,55891
50485,Congo (Kinshasa),-4.0383,21.7587,2020-09-02,10114,COD,2.0,202.0,17.0,259,9347
50486,Japan,36.204824,138.252924,2020-09-02,69619,JPN,142.0,30.0,,1327,58108
50487,Qatar,25.3548,51.1839,2020-09-02,119206,QAT,142.0,145.0,,199,116111
50488,Serbia,44.0165,21.0059,2020-09-02,31581,SRB,150.0,39.0,,716,0
50489,China,30.0572,107.874,2020-09-02,583,CHN,142.0,30.0,,6,577
50490,Costa Rica,9.7489,-83.7534,2020-09-02,43305,CRI,19.0,419.0,13.0,453,16512
50491,Ecuador,-1.8312,-78.1834,2020-09-02,115457,ECU,19.0,419.0,5.0,6619,101867
50492,United Kingdom,49.3723,-2.3644,2020-09-02,631,,150.0,154.0,,48,575
50493,Taiwan*,23.7,121.0,2020-09-02,489,TWN,142.0,30.0,,7,471
50494,Bahrain,26.0275,50.55,2020-09-02,52807,BHR,142.0,145.0,,190,49645
50495,Pakistan,30.3753,69.3451,2020-09-02,297014,PAK,142.0,34.0,,6328,281925
50496,China,26.8154,106.8748,2020-09-02,147,CHN,142.0,30.0,,2,145
50497,Togo,8.6195,0.8248,2020-09-02,1434,TGO,2.0,202.0,11.0,30,1055
50498,"Korea, South",35.90775700000001,127.766922,2020-09-02,20644,KOR,142.0,30.0,,329,15529
50499,Thailand,15.870032,100.992541,2020-09-02,3427,THA,142.0,35.0,,58,3277
50500,Fiji,-17.7134,178.065,2020-09-02,29,FJI,9.0,54.0,,2,23
50501,Ethiopia,9.145,40.4897,2020-09-02,54409,ETH,2.0,202.0,14.0,846,19903
50502,Mali,17.570692,-3.996166000000001,2020-09-02,2802,MLI,2.0,202.0,11.0,126,2185
50503,Latvia,56.8796,24.6032,2020-09-02,1406,LVA,150.0,154.0,,34,1173
50504,Sao Tome and Principe,0.1864,6.6131,2020-09-02,896,STP,2.0,202.0,17.0,15,855
50505,Brazil,-14.235,-51.9253,2020-09-02,3997865,BRA,19.0,419.0,5.0,123780,3387309
50506,China,22.3,114.2,2020-09-02,4830,HKG,142.0,30.0,,93,4401
50507,Bulgaria,42.7339,25.4858,2020-09-02,16617,BGR,150.0,151.0,,648,11760
50508,Burundi,-3.3731,29.9189,2020-09-02,448,BDI,2.0,202.0,14.0,1,357
50509,Guinea-Bissau,11.8037,-15.1804,2020-09-02,2205,GNB,2.0,202.0,11.0,34,1127
50510,Cabo Verde,16.5388,-23.0418,2020-09-02,4048,CPV,2.0,202.0,11.0,41,3460
50511,Finland,61.92411,25.748151,2020-09-02,8161,FIN,150.0,154.0,,336,7350
50512,Congo (Brazzaville),-0.228,15.8277,2020-09-02,4628,COG,2.0,202.0,17.0,102,1742
50513,China,27.6104,111.7088,2020-09-02,1019,CHN,142.0,30.0,,4,1015
50514,Armenia,40.0691,45.0382,2020-09-02,44075,ARM,142.0,145.0,,884,38631
50515,Belarus,53.7098,27.9534,2020-09-02,72141,BLR,150.0,151.0,,691,70900
50516,Lesotho,-29.61,28.2336,2020-09-02,1085,LSO,2.0,202.0,18.0,31,528
50517,Malta,35.9375,14.3754,2020-09-02,1931,MLT,150.0,39.0,,13,1490
50518,Kenya,-0.0236,37.9062,2020-09-02,34493,KEN,2.0,202.0,14.0,581,20211
50519,Kyrgyzstan,41.20438,74.766098,2020-09-02,44036,KGZ,142.0,143.0,,1059,38895
50520,Saudi Arabia,23.885942,45.079162,2020-09-02,317486,SAU,142.0,145.0,,3956,292510
50521,Tajikistan,38.861,71.2761,2020-09-02,8654,TJK,142.0,143.0,,69,7447
50522,Bahamas,25.025885,-78.035889,2020-09-02,2337,BHS,19.0,419.0,29.0,50,849
50523,Cote d'Ivoire,7.54,-5.5471,2020-09-02,18161,CIV,2.0,202.0,11.0,117,16933
50524,Hungary,47.1625,19.5033,2020-09-02,6622,HUN,150.0,151.0,,619,3903
50525,Oman,21.512583,55.92325500000001,2020-09-02,85928,OMN,142.0,145.0,,689,81024
50526,Belize,17.1899,-88.4976,2020-09-02,1101,BLZ,19.0,419.0,13.0,13,240
50527,United Kingdom,21.69400000000001,-71.7979,2020-09-02,538,TCA,19.0,419.0,29.0,4,218
50528,Netherlands,18.0425,-63.0548,2020-09-02,495,SXM,19.0,419.0,29.0,19,302
50529,Cyprus,35.1264,33.4299,2020-09-02,1495,CYP,142.0,145.0,,21,1139
50530,China,23.8298,108.7881,2020-09-02,255,CHN,142.0,30.0,,2,253
50531,China,27.614,115.7221,2020-09-02,935,CHN,142.0,30.0,,1,934
50532,Turkey,38.9637,35.2433,2020-09-02,273301,TUR,142.0,145.0,,6462,246876
50533,Algeria,28.0339,1.6596,2020-09-02,45158,DZA,2.0,15.0,,1523,31746
50534,Holy See,41.9029,12.4534,2020-09-02,12,VAT,150.0,39.0,,0,12
50535,Saint Kitts and Nevis,17.357822,-62.782998,2020-09-02,17,KNA,19.0,419.0,29.0,0,17
50536,Guatemala,15.7835,-90.2308,2020-09-02,75644,GTM,19.0,419.0,13.0,2790,63688
50537,Venezuela,6.4238,-66.5897,2020-09-02,48883,VEN,19.0,419.0,5.0,398,39912
50538,Lebanon,33.8547,35.8623,2020-09-02,18375,LBN,142.0,145.0,,177,5195
50539,United Kingdom,55.3781,-3.4360000000000004,2020-09-02,338676,GBR,150.0,154.0,,41514,0
50540,Luxembourg,49.8153,6.1296,2020-09-02,6745,LUX,150.0,155.0,,124,6015
50541,Antigua and Barbuda,17.0608,-61.7964,2020-09-02,94,ATG,19.0,419.0,29.0,3,91
50542,Denmark,71.7069,-42.6043,2020-09-02,14,GRL,19.0,21.0,,0,14
50543,Gabon,-0.8037,11.6094,2020-09-02,8538,GAB,2.0,202.0,17.0,53,7335
50544,Peru,-9.19,-75.0152,2020-09-02,657129,PER,19.0,419.0,5.0,29068,480177
50545,France,18.0708,-63.0501,2020-09-02,239,MAF,19.0,419.0,29.0,6,79
50546,Sudan,12.8628,30.2176,2020-09-02,13189,SDN,2.0,15.0,,823,6612
50547,Georgia,42.3154,43.3569,2020-09-02,1548,GEO,142.0,145.0,,19,1270
50548,Netherlands,52.1326,5.2913,2020-09-02,71863,NLD,150.0,155.0,,6235,0
50549,Burma,21.9162,95.956,2020-09-02,995,MMR,142.0,35.0,,6,358
50550,Netherlands,12.1696,-68.99,2020-09-02,75,CUW,19.0,419.0,29.0,1,39
50551,Namibia,-22.9576,18.4904,2020-09-02,7844,NAM,2.0,202.0,18.0,82,3454
50552,West Bank and Gaza,31.9522,35.2332,2020-09-02,23875,PSE,142.0,145.0,,162,15483
50553,Honduras,15.2,-86.2419,2020-09-02,62526,HND,19.0,419.0,13.0,1924,11147
50554,Maldives,3.2028,73.2207,2020-09-02,8140,MDV,142.0,34.0,,29,5338
50555,Saint Lucia,13.9094,-60.9789,2020-09-02,26,LCA,19.0,419.0,29.0,0,26
50556,Argentina,-38.4161,-63.6167,2020-09-02,439172,ARG,19.0,419.0,5.0,9118,315530
50557,Netherlands,12.5211,-69.9683,2020-09-02,2211,ABW,19.0,419.0,29.0,12,934
50558,China,31.6927,88.0924,2020-09-02,1,CHN,142.0,30.0,,0,1
50559,Bangladesh,23.685,90.3563,2020-09-02,317528,BGD,142.0,34.0,,4351,211016
50560,China,30.9756,112.2707,2020-09-02,68139,CHN,142.0,30.0,,4512,63627
50561,Zambia,-13.133897,27.849332,2020-09-02,12415,ZMB,2.0,202.0,14.0,292,11494
50562,Barbados,13.1939,-59.5432,2020-09-02,176,BRB,19.0,419.0,29.0,7,149
50563,Kosovo,42.602636,20.902977,2020-09-02,12683,RKS,150.0,39.0,,488,8788
50564,Burkina Faso,12.2383,-1.5616,2020-09-02,1370,BFA,2.0,202.0,11.0,55,1075
50565,Colombia,4.5709,-74.2973,2020-09-02,633321,COL,19.0,419.0,5.0,20345,479567
50566,Haiti,18.9712,-72.2852,2020-09-02,8258,HTI,19.0,419.0,29.0,206,5870
50567,China,43.6661,126.1923,2020-09-02,157,CHN,142.0,30.0,,2,155
50568,Djibouti,11.8251,42.5903,2020-09-02,5387,DJI,2.0,202.0,14.0,60,5327
50569,France,16.265,-61.551,2020-09-02,1363,GLP,19.0,419.0,29.0,18,336
50570,Tanzania,-6.369028,34.888822,2020-09-02,509,TZA,2.0,202.0,14.0,21,183
50571,Zimbabwe,-19.015438,29.154857,2020-09-02,6638,ZWE,2.0,202.0,14.0,206,5250
50572,Botswana,-22.3285,24.6849,2020-09-02,1724,BWA,2.0,202.0,18.0,6,493
50573,Diamond Princess,0.0,0.0,2020-09-02,712,,,,,13,651
50574,Nepal,28.1667,84.25,2020-09-02,41649,NPL,142.0,34.0,,251,23290
50575,United Kingdom,19.3133,-81.2546,2020-09-02,205,CYM,19.0,419.0,29.0,1,204
50576,Tunisia,33.886917,9.537499,2020-09-02,4196,TUN,2.0,15.0,,81,1628
50577,Kazakhstan,48.0196,66.9237,2020-09-02,106032,KAZ,142.0,143.0,,1588,97371
50578,Slovenia,46.1512,14.9955,2020-09-02,2979,SVN,150.0,39.0,,134,2359
50579,Somalia,5.152149,46.199616,2020-09-02,3310,SOM,2.0,202.0,14.0,98,2481
50580,Sweden,60.128161,18.643501,2020-09-02,84532,SWE,150.0,154.0,,5820,0
50581,Western Sahara,24.2155,-12.8858,2020-09-02,10,ESH,2.0,15.0,,1,8
50582,Panama,8.538,-80.7821,2020-09-02,94084,PAN,19.0,419.0,13.0,2030,67487
50583,Romania,45.9432,24.9668,2020-09-02,89891,ROU,150.0,151.0,,3721,38701
50584,Comoros,-11.6455,43.3333,2020-09-02,427,COM,2.0,202.0,14.0,7,410
50585,India,20.593684,78.96288,2020-09-02,3853406,IND,142.0,34.0,,67376,2970492
50586,Mauritania,21.0079,-10.9408,2020-09-02,7089,MRT,2.0,202.0,11.0,160,6548
50587,Brunei,4.5353,114.7277,2020-09-02,144,BRN,142.0,35.0,,3,139
50588,Malawi,-13.2543,34.3015,2020-09-02,5579,MWI,2.0,202.0,14.0,175,3500
50589,Angola,-11.2027,17.8739,2020-09-02,2777,AGO,2.0,202.0,17.0,112,1115
50590,Dominica,15.415,-61.371,2020-09-02,20,DMA,19.0,419.0,29.0,0,18
50591,Slovakia,48.669,19.699,2020-09-02,4042,SVK,150.0,151.0,,33,2523
50592,El Salvador,13.7942,-88.8965,2020-09-02,25904,SLV,19.0,419.0,13.0,731,14879
50593,China,19.1959,109.7453,2020-09-02,171,CHN,142.0,30.0,,6,165
50594,France,-17.6797,149.4068,2020-09-02,622,PYF,9.0,61.0,,0,336
50595,Senegal,14.4974,-14.4524,2020-09-02,13743,SEN,2.0,202.0,11.0,287,9506
50596,Uruguay,-32.5228,-55.7658,2020-09-02,1626,URY,19.0,419.0,5.0,44,1433
50597,Central African Republic,6.6111,20.9394,2020-09-02,4712,CAF,2.0,202.0,17.0,62,1803
50598,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-09-02,61,VCT,19.0,419.0,29.0,0,57
50599,Guyana,4.860416000000002,-58.93018000000001,2020-09-02,1382,GUY,19.0,419.0,5.0,41,779
50600,Gambia,13.4432,-15.3101,2020-09-02,3067,GMB,2.0,202.0,11.0,97,1032
50601,France,46.8852,-56.3159,2020-09-02,5,SPM,19.0,21.0,,0,4
50602,United Kingdom,18.2206,-63.0686,2020-09-02,3,AIA,19.0,419.0,29.0,0,3
50603,Belgium,50.8333,4.469936,2020-09-02,85911,BEL,150.0,155.0,,9898,18490
50604,Denmark,56.2639,9.5018,2020-09-02,17195,DNK,150.0,154.0,,626,15413
50605,Andorra,42.5063,1.5218,2020-09-02,1199,AND,150.0,39.0,,53,909
50606,Seychelles,-4.6796,55.492,2020-09-02,136,SYC,2.0,202.0,14.0,0,127
50607,China,41.2956,122.6085,2020-09-02,263,CHN,142.0,30.0,,2,259
50608,France,3.9339,-53.1258,2020-09-02,9209,GUF,19.0,419.0,5.0,61,8739
50609,China,22.1667,113.55,2020-09-02,46,MAC,142.0,30.0,,0,46
50610,Niger,17.607789,8.081666,2020-09-02,1176,NER,2.0,202.0,11.0,69,1088
50611,Greece,39.0742,21.8243,2020-09-02,10757,GRC,150.0,39.0,,273,1347
50612,Nicaragua,12.865416,-85.207229,2020-09-02,4668,NIC,19.0,419.0,13.0,141,2913
50613,China,36.3427,118.1498,2020-09-02,831,CHN,142.0,30.0,,7,809
50614,Liberia,6.4280550000000005,-9.429499,2020-09-02,1305,LBR,2.0,202.0,11.0,82,1162
50615,Cambodia,11.55,104.9167,2020-09-02,274,KHM,142.0,35.0,,0,271
50616,Netherlands,12.1784,-68.2385,2020-09-02,16,BES,19.0,419.0,29.0,0,7
50617,Sierra Leone,8.460555000000001,-11.779889,2020-09-02,2029,SLE,2.0,202.0,11.0,71,1600
50618,Paraguay,-23.4425,-58.4438,2020-09-02,19138,PRY,19.0,419.0,5.0,358,9981
50619,Iceland,64.9631,-19.0208,2020-09-02,2121,ISL,150.0,154.0,,10,2016
50620,Benin,9.3077,2.3158,2020-09-02,2194,BEN,2.0,202.0,11.0,40,1738
50621,China,31.8257,117.2264,2020-09-02,991,CHN,142.0,30.0,,6,985
50622,Azerbaijan,40.1431,47.5769,2020-09-02,36732,AZE,142.0,145.0,,538,34116
50623,Uganda,1.373333,32.290275,2020-09-02,3112,UGA,2.0,202.0,14.0,32,1528
50624,Denmark,61.8926,-6.9118,2020-09-02,411,FRO,150.0,154.0,,0,374
50625,Eritrea,15.1794,39.7823,2020-09-03,330,ERI,2.0,202.0,14.0,0,295
50626,United Kingdom,55.3781,-3.4360000000000004,2020-09-03,340411,GBR,150.0,154.0,,41527,0
50627,Barbados,13.1939,-59.5432,2020-09-03,177,BRB,19.0,419.0,29.0,7,150
50628,Burkina Faso,12.2383,-1.5616,2020-09-03,1375,BFA,2.0,202.0,11.0,55,1075
50629,Mongolia,46.8625,103.8467,2020-09-03,310,MNG,142.0,30.0,,0,296
50630,Paraguay,-23.4425,-58.4438,2020-09-03,19959,PRY,19.0,419.0,5.0,373,10251
50631,China,39.3054,117.323,2020-09-03,230,CHN,142.0,30.0,,3,214
50632,Malawi,-13.2543,34.3015,2020-09-03,5593,MWI,2.0,202.0,14.0,175,3516
50633,Uruguay,-32.5228,-55.7658,2020-09-03,1636,URY,19.0,419.0,5.0,44,1437
50634,Belgium,50.8333,4.469936,2020-09-03,86544,BEL,150.0,155.0,,9899,18513
50635,San Marino,43.9424,12.4578,2020-09-03,735,SMR,150.0,39.0,,42,660
50636,China,26.0789,117.9874,2020-09-03,384,CHN,142.0,30.0,,1,370
50637,Sierra Leone,8.460555000000001,-11.779889,2020-09-03,2035,SLE,2.0,202.0,11.0,71,1600
50638,Uganda,1.373333,32.290275,2020-09-03,3288,UGA,2.0,202.0,14.0,33,1532
50639,Bulgaria,42.7339,25.4858,2020-09-03,16775,BGR,150.0,151.0,,658,11935
50640,Kyrgyzstan,41.20438,74.766098,2020-09-03,44135,KGZ,142.0,143.0,,1059,39174
50641,Singapore,1.2833,103.8333,2020-09-03,56908,SGP,142.0,35.0,,27,56028
50642,Finland,61.92411,25.748151,2020-09-03,8200,FIN,150.0,154.0,,336,7350
50643,Australia,-42.8821,147.3272,2020-09-03,230,AUS,9.0,53.0,,13,217
50644,North Macedonia,41.6086,21.7453,2020-09-03,14762,MKD,150.0,39.0,,606,11965
50645,Djibouti,11.8251,42.5903,2020-09-03,5387,DJI,2.0,202.0,14.0,60,5327
50646,China,27.6104,111.7088,2020-09-03,1019,CHN,142.0,30.0,,4,1015
50647,Libya,26.3351,17.228331,2020-09-03,15773,LBY,2.0,15.0,,254,1856
50648,China,43.6661,126.1923,2020-09-03,157,CHN,142.0,30.0,,2,155
50649,China,30.9756,112.2707,2020-09-03,68139,CHN,142.0,30.0,,4512,63627
50650,Bolivia,-16.2902,-63.5887,2020-09-03,118781,BOL,19.0,419.0,5.0,5288,65884
50651,Somalia,5.152149,46.199616,2020-09-03,3310,SOM,2.0,202.0,14.0,98,2481
50652,Brunei,4.5353,114.7277,2020-09-03,145,BRN,142.0,35.0,,3,139
50653,Congo (Kinshasa),-4.0383,21.7587,2020-09-03,10125,COD,2.0,202.0,17.0,259,9367
50654,Portugal,39.3999,-8.2245,2020-09-03,59051,PRT,150.0,39.0,,1829,42427
50655,France,-17.6797,149.4068,2020-09-03,622,PYF,9.0,61.0,,0,336
50656,Liechtenstein,47.14,9.55,2020-09-03,107,LIE,150.0,155.0,,1,97
50657,France,46.2276,2.2137,2020-09-03,320656,FRA,150.0,155.0,,30559,74156
50658,Sri Lanka,7.873054,80.77179699999998,2020-09-03,3111,LKA,142.0,34.0,,12,2883
50659,Sao Tome and Principe,0.1864,6.6131,2020-09-03,897,STP,2.0,202.0,17.0,15,857
50660,Italy,41.87194,12.56738,2020-09-03,272912,ITA,150.0,39.0,,35507,208490
50661,Fiji,-17.7134,178.065,2020-09-03,29,FJI,9.0,54.0,,2,23
50662,Latvia,56.8796,24.6032,2020-09-03,1410,LVA,150.0,154.0,,34,1187
50663,Pakistan,30.3753,69.3451,2020-09-03,297512,PAK,142.0,34.0,,6335,282268
50664,Belarus,53.7098,27.9534,2020-09-03,72302,BLR,150.0,151.0,,696,71205
50665,China,30.0572,107.874,2020-09-03,583,CHN,142.0,30.0,,6,577
50666,China,27.614,115.7221,2020-09-03,935,CHN,142.0,30.0,,1,934
50667,Sweden,60.128161,18.643501,2020-09-03,84729,SWE,150.0,154.0,,5832,0
50668,United Kingdom,18.2206,-63.0686,2020-09-03,3,AIA,19.0,419.0,29.0,0,3
50669,China,31.8257,117.2264,2020-09-03,991,CHN,142.0,30.0,,6,985
50670,Bosnia and Herzegovina,43.9159,17.6791,2020-09-03,20804,BIH,150.0,39.0,,636,14120
50671,Greece,39.0742,21.8243,2020-09-03,10998,GRC,150.0,39.0,,278,1347
50672,China,35.7518,104.2861,2020-09-03,169,CHN,142.0,30.0,,2,167
50673,Azerbaijan,40.1431,47.5769,2020-09-03,36899,AZE,142.0,145.0,,541,34264
50674,Western Sahara,24.2155,-12.8858,2020-09-03,10,ESH,2.0,15.0,,1,8
50675,China,37.8957,114.9042,2020-09-03,1276,CHN,142.0,30.0,,22,347
50676,China,29.1832,120.0934,2020-09-03,1278,CHN,142.0,30.0,,1,1268
50677,France,3.9339,-53.1258,2020-09-03,9251,GUF,19.0,419.0,5.0,61,8772
50678,China,41.2956,122.6085,2020-09-03,263,CHN,142.0,30.0,,2,259
50679,Denmark,56.2639,9.5018,2020-09-03,17374,DNK,150.0,154.0,,626,15499
50680,Japan,36.204824,138.252924,2020-09-03,70278,JPN,142.0,30.0,,1334,58200
50681,China,37.2692,106.1655,2020-09-03,75,CHN,142.0,30.0,,0,75
50682,Cabo Verde,16.5388,-23.0418,2020-09-03,4125,CPV,2.0,202.0,11.0,41,3502
50683,Australia,-31.9505,115.8605,2020-09-03,655,AUS,9.0,53.0,,9,643
50684,Mexico,23.6345,-102.5528,2020-09-03,616894,MEX,19.0,419.0,13.0,66329,510626
50685,Norway,60.472,8.4689,2020-09-03,11120,NOR,150.0,154.0,,264,9348
50686,Tunisia,33.886917,9.537499,2020-09-03,4394,TUN,2.0,15.0,,84,1681
50687,Botswana,-22.3285,24.6849,2020-09-03,1724,BWA,2.0,202.0,18.0,6,493
50688,Panama,8.538,-80.7821,2020-09-03,94914,PAN,19.0,419.0,13.0,2046,68198
50689,US,40.0,-100.0,2020-09-03,6150016,USA,19.0,21.0,,186790,2266957
50690,China,22.1667,113.55,2020-09-03,46,MAC,142.0,30.0,,0,46
50691,Liberia,6.4280550000000005,-9.429499,2020-09-03,1306,LBR,2.0,202.0,11.0,82,1163
50692,France,14.6415,-61.0242,2020-09-03,754,MTQ,19.0,419.0,29.0,18,98
50693,Kazakhstan,48.0196,66.9237,2020-09-03,106121,KAZ,142.0,143.0,,1588,98585
50694,Benin,9.3077,2.3158,2020-09-03,2194,BEN,2.0,202.0,11.0,40,1738
50695,Austria,47.5162,14.5501,2020-09-03,28372,AUT,150.0,155.0,,735,24171
50696,Congo (Brazzaville),-0.228,15.8277,2020-09-03,4628,COG,2.0,202.0,17.0,102,1742
50697,Slovakia,48.669,19.699,2020-09-03,4163,SVK,150.0,151.0,,37,2617
50698,Cambodia,11.55,104.9167,2020-09-03,274,KHM,142.0,35.0,,0,272
50699,Comoros,-11.6455,43.3333,2020-09-03,448,COM,2.0,202.0,14.0,7,410
50700,Jordan,31.24,36.51,2020-09-03,2233,JOR,142.0,145.0,,15,1648
50701,Mauritania,21.0079,-10.9408,2020-09-03,7106,MRT,2.0,202.0,11.0,160,6588
50702,Suriname,3.9193,-56.0278,2020-09-03,4215,SUR,19.0,419.0,5.0,73,3318
50703,Afghanistan,33.93911,67.709953,2020-09-03,38288,AFG,142.0,34.0,,1409,29390
50704,Eswatini,-26.5225,31.4659,2020-09-03,4720,SWZ,2.0,202.0,18.0,94,3789
50705,Senegal,14.4974,-14.4524,2020-09-03,13826,SEN,2.0,202.0,11.0,287,9553
50706,France,16.265,-61.551,2020-09-03,1363,GLP,19.0,419.0,29.0,18,336
50707,Zimbabwe,-19.015438,29.154857,2020-09-03,6678,ZWE,2.0,202.0,14.0,206,5263
50708,China,32.9711,119.455,2020-09-03,665,CHN,142.0,30.0,,0,659
50709,Malta,35.9375,14.3754,2020-09-03,1965,MLT,150.0,39.0,,13,1528
50710,Kenya,-0.0236,37.9062,2020-09-03,34705,KEN,2.0,202.0,14.0,585,20644
50711,Moldova,47.4116,28.3699,2020-09-03,38372,MDA,150.0,151.0,,1036,27017
50712,Maldives,3.2028,73.2207,2020-09-03,8281,MDV,142.0,34.0,,29,5483
50713,Bangladesh,23.685,90.3563,2020-09-03,319686,BGD,142.0,34.0,,4383,213980
50714,Georgia,42.3154,43.3569,2020-09-03,1568,GEO,142.0,145.0,,19,1279
50715,Zambia,-13.133897,27.849332,2020-09-03,12523,ZMB,2.0,202.0,14.0,292,11562
50716,Bhutan,27.5142,90.4336,2020-09-03,227,BTN,142.0,34.0,,0,150
50717,Kosovo,42.602636,20.902977,2020-09-03,12683,RKS,150.0,39.0,,488,8788
50718,Monaco,43.7333,7.4167,2020-09-03,143,MCO,150.0,155.0,,1,94
50719,China,30.6171,102.7103,2020-09-03,656,CHN,142.0,30.0,,3,632
50720,Colombia,4.5709,-74.2973,2020-09-03,641574,COL,19.0,419.0,5.0,20618,489151
50721,Estonia,58.5953,25.0136,2020-09-03,2441,EST,150.0,154.0,,64,2150
50722,Sudan,12.8628,30.2176,2020-09-03,13189,SDN,2.0,15.0,,823,6612
50723,Lebanon,33.8547,35.8623,2020-09-03,18963,LBN,142.0,145.0,,179,5338
50724,Turkey,38.9637,35.2433,2020-09-03,274943,TUR,142.0,145.0,,6511,248087
50725,Venezuela,6.4238,-66.5897,2020-09-03,49877,VEN,19.0,419.0,5.0,402,40574
50726,Saint Kitts and Nevis,17.357822,-62.782998,2020-09-03,17,KNA,19.0,419.0,29.0,0,17
50727,Luxembourg,49.8153,6.1296,2020-09-03,6811,LUX,150.0,155.0,,124,6074
50728,United Kingdom,54.2361,-4.5481,2020-09-03,336,IMN,150.0,154.0,,24,312
50729,Ukraine,48.3794,31.1656,2020-09-03,131300,UKR,150.0,151.0,,2759,61828
50730,Jamaica,18.1096,-77.2975,2020-09-03,2896,JAM,19.0,419.0,29.0,29,921
50731,Australia,-37.8136,144.9631,2020-09-03,19415,AUS,9.0,53.0,,650,16370
50732,Peru,-9.19,-75.0152,2020-09-03,657129,PER,19.0,419.0,5.0,29068,480177
50733,Cyprus,35.1264,33.4299,2020-09-03,1498,CYP,142.0,145.0,,21,1139
50734,Lesotho,-29.61,28.2336,2020-09-03,1085,LSO,2.0,202.0,18.0,31,528
50735,Papua New Guinea,-6.314993,143.95555,2020-09-03,471,PNG,9.0,54.0,,5,232
50736,China,40.1824,116.4142,2020-09-03,935,CHN,142.0,30.0,,9,926
50737,Saudi Arabia,23.885942,45.079162,2020-09-03,318319,SAU,142.0,145.0,,3982,293964
50738,Bahamas,25.025885,-78.035889,2020-09-03,2386,BHS,19.0,419.0,29.0,50,893
50739,Oman,21.512583,55.92325500000001,2020-09-03,86380,OMN,142.0,145.0,,705,81828
50740,Burundi,-3.3731,29.9189,2020-09-03,448,BDI,2.0,202.0,14.0,1,357
50741,Bahrain,26.0275,50.55,2020-09-03,53433,BHR,142.0,145.0,,190,50013
50742,Trinidad and Tobago,10.6918,-61.2225,2020-09-03,1984,TTO,19.0,419.0,29.0,29,700
50743,"Korea, South",35.90775700000001,127.766922,2020-09-03,20842,KOR,142.0,30.0,,331,15783
50744,Burma,21.9162,95.956,2020-09-03,1111,MMR,142.0,35.0,,6,359
50745,Cuba,21.521757,-77.78116700000002,2020-09-03,4214,CUB,19.0,419.0,29.0,100,3474
50746,China,22.3,114.2,2020-09-03,4838,HKG,142.0,30.0,,94,4431
